Country,Deaths,Date
Spain,87810,2021-11-20T00:00:00Z
Spain,87810,2021-11-21T00:00:00Z
Spain,87832,2021-11-22T00:00:00Z
Spain,87866,2021-11-23T00:00:00Z
Spain,87904,2021-11-24T00:00:00Z
Spain,87931,2021-11-25T00:00:00Z
Spain,87955,2021-11-26T00:00:00Z
Spain,87955,2021-11-27T00:00:00Z
Spain,87955,2021-11-28T00:00:00Z
Spain,88008,2021-11-29T00:00:00Z
Spain,88052,2021-11-30T00:00:00Z
Spain,88080,2021-12-01T00:00:00Z
Spain,88122,2021-12-02T00:00:00Z
Spain,88159,2021-12-03T00:00:00Z
Spain,88159,2021-12-04T00:00:00Z
Spain,88159,2021-12-05T00:00:00Z
Spain,88159,2021-12-06T00:00:00Z
Spain,88237,2021-12-07T00:00:00Z
Spain,88237,2021-12-08T00:00:00Z
Spain,88321,2021-12-09T00:00:00Z
Spain,88380,2021-12-10T00:00:00Z
Spain,88381,2021-12-11T00:00:00Z
Spain,88381,2021-12-12T00:00:00Z
Spain,88484,2021-12-13T00:00:00Z
Spain,88542,2021-12-14T00:00:00Z
Spain,88619,2021-12-15T00:00:00Z
Spain,88667,2021-12-16T00:00:00Z
Spain,88708,2021-12-17T00:00:00Z
Spain,88708,2021-12-18T00:00:00Z
Spain,88708,2021-12-19T00:00:00Z
Spain,88793,2021-12-20T00:00:00Z
Spain,88887,2021-12-21T00:00:00Z
Spain,88937,2021-12-22T00:00:00Z
Spain,89019,2021-12-23T00:00:00Z
Spain,89019,2021-12-24T00:00:00Z
Spain,89019,2021-12-25T00:00:00Z
Spain,89019,2021-12-26T00:00:00Z
Spain,89139,2021-12-27T00:00:00Z
Spain,89253,2021-12-28T00:00:00Z
Spain,89331,2021-12-29T00:00:00Z
Spain,89405,2021-12-30T00:00:00Z
Spain,89405,2021-12-31T00:00:00Z
Spain,89405,2022-01-01T00:00:00Z
Spain,89405,2022-01-02T00:00:00Z
Spain,89573,2022-01-03T00:00:00Z
Spain,89689,2022-01-04T00:00:00Z
Spain,89837,2022-01-05T00:00:00Z
Spain,89837,2022-01-06T00:00:00Z
Spain,89934,2022-01-07T00:00:00Z
Spain,89934,2022-01-08T00:00:00Z
Spain,89934,2022-01-09T00:00:00Z
Spain,90136,2022-01-10T00:00:00Z
Spain,90383,2022-01-11T00:00:00Z
Spain,90508,2022-01-12T00:00:00Z
Spain,90620,2022-01-13T00:00:00Z
Spain,90759,2022-01-14T00:00:00Z
Spain,90759,2022-01-15T00:00:00Z
Spain,90759,2022-01-16T00:00:00Z
Spain,90993,2022-01-17T00:00:00Z
Spain,91277,2022-01-18T00:00:00Z
Spain,91437,2022-01-19T00:00:00Z
Spain,91599,2022-01-20T00:00:00Z
Spain,91741,2022-01-21T00:00:00Z
Spain,91741,2022-01-22T00:00:00Z
Spain,91741,2022-01-23T00:00:00Z
Spain,91994,2022-01-24T00:00:00Z
Spain,92376,2022-01-25T00:00:00Z
Spain,92591,2022-01-26T00:00:00Z
Spain,92767,2022-01-27T00:00:00Z
Spain,92966,2022-01-28T00:00:00Z
Spain,92966,2022-01-29T00:00:00Z
Spain,92966,2022-01-30T00:00:00Z
Spain,93225,2022-01-31T00:00:00Z
Spain,93633,2022-02-01T00:00:00Z
Spain,93857,2022-02-02T00:00:00Z
Spain,94040,2022-02-03T00:00:00Z
Spain,94040,2022-02-04T00:00:00Z
Spain,94040,2022-02-05T00:00:00Z
Spain,94040,2022-02-06T00:00:00Z
Spain,94570,2022-02-07T00:00:00Z
Spain,94931,2022-02-08T00:00:00Z
Spain,95213,2022-02-09T00:00:00Z
Spain,95606,2022-02-10T00:00:00Z
Spain,95995,2022-02-11T00:00:00Z
Spain,95995,2022-02-12T00:00:00Z
Spain,95995,2022-02-13T00:00:00Z
Spain,96596,2022-02-14T00:00:00Z
Spain,96906,2022-02-15T00:00:00Z
Spain,97350,2022-02-16T00:00:00Z
Spain,97710,2022-02-17T00:00:00Z
Spain,97998,2022-02-18T00:00:00Z
Spain,97998,2022-02-19T00:00:00Z
Spain,97998,2022-02-20T00:00:00Z
Spain,98462,2022-02-21T00:00:00Z
Spain,98635,2022-02-22T00:00:00Z
Spain,98936,2022-02-23T00:00:00Z
Spain,99162,2022-02-24T00:00:00Z
Spain,99410,2022-02-25T00:00:00Z
Spain,99410,2022-02-26T00:00:00Z
Spain,99410,2022-02-27T00:00:00Z
Spain,99410,2022-02-28T00:00:00Z
Spain,99883,2022-03-01T00:00:00Z
Spain,100037,2022-03-02T00:00:00Z
Spain,100239,2022-03-03T00:00:00Z
Spain,100413,2022-03-04T00:00:00Z
Spain,100413,2022-03-05T00:00:00Z
Spain,100413,2022-03-06T00:00:00Z
Spain,100574,2022-03-07T00:00:00Z
Spain,100859,2022-03-08T00:00:00Z
Spain,100992,2022-03-09T00:00:00Z
Spain,101077,2022-03-10T00:00:00Z
Spain,101135,2022-03-11T00:00:00Z
Spain,101135,2022-03-12T00:00:00Z
Spain,101135,2022-03-13T00:00:00Z
Spain,101135,2022-03-14T00:00:00Z
Spain,101416,2022-03-15T00:00:00Z
Spain,101416,2022-03-16T00:00:00Z
Spain,101416,2022-03-17T00:00:00Z
Spain,101703,2022-03-18T00:00:00Z
Spain,101703,2022-03-19T00:00:00Z
Spain,101703,2022-03-20T00:00:00Z
Spain,101703,2022-03-21T00:00:00Z
Spain,102053,2022-03-22T00:00:00Z
Spain,102053,2022-03-23T00:00:00Z
Spain,102053,2022-03-24T00:00:00Z
