Country,Confirmed,Date
Spain,4961128,2021-10-02T00:00:00Z
Spain,4961128,2021-10-03T00:00:00Z
Spain,4965399,2021-10-04T00:00:00Z
Spain,4967200,2021-10-05T00:00:00Z
Spain,4969503,2021-10-06T00:00:00Z
Spain,4971310,2021-10-07T00:00:00Z
Spain,4973619,2021-10-08T00:00:00Z
Spain,4973619,2021-10-09T00:00:00Z
Spain,4973619,2021-10-10T00:00:00Z
Spain,4977448,2021-10-11T00:00:00Z
Spain,4977448,2021-10-12T00:00:00Z
Spain,4980206,2021-10-13T00:00:00Z
Spain,4982138,2021-10-14T00:00:00Z
Spain,4984386,2021-10-15T00:00:00Z
Spain,4984386,2021-10-16T00:00:00Z
Spain,4984386,2021-10-17T00:00:00Z
Spain,4988878,2021-10-18T00:00:00Z
Spain,4990767,2021-10-19T00:00:00Z
Spain,4993295,2021-10-20T00:00:00Z
Spain,4995176,2021-10-21T00:00:00Z
Spain,4997732,2021-10-22T00:00:00Z
Spain,4997732,2021-10-23T00:00:00Z
Spain,4997732,2021-10-24T00:00:00Z
Spain,5002217,2021-10-25T00:00:00Z
Spain,5004143,2021-10-26T00:00:00Z
Spain,5006675,2021-10-27T00:00:00Z
Spain,5008887,2021-10-28T00:00:00Z
Spain,5011148,2021-10-29T00:00:00Z
Spain,5011148,2021-10-30T00:00:00Z
Spain,5011148,2021-10-31T00:00:00Z
Spain,5011148,2021-11-01T00:00:00Z
Spain,5016968,2021-11-02T00:00:00Z
Spain,5019255,2021-11-03T00:00:00Z
Spain,5022546,2021-11-04T00:00:00Z
Spain,5025639,2021-11-05T00:00:00Z
Spain,5025639,2021-11-06T00:00:00Z
Spain,5025639,2021-11-07T00:00:00Z
Spain,5032056,2021-11-08T00:00:00Z
Spain,5032056,2021-11-09T00:00:00Z
Spain,5038517,2021-11-10T00:00:00Z
Spain,5042803,2021-11-11T00:00:00Z
Spain,5047156,2021-11-12T00:00:00Z
Spain,5047156,2021-11-13T00:00:00Z
Spain,5047156,2021-11-14T00:00:00Z
Spain,5056954,2021-11-15T00:00:00Z
Spain,5061045,2021-11-16T00:00:00Z
Spain,5067712,2021-11-17T00:00:00Z
Spain,5074027,2021-11-18T00:00:00Z
Spain,5080663,2021-11-19T00:00:00Z
Spain,5080663,2021-11-20T00:00:00Z
Spain,5080663,2021-11-21T00:00:00Z
Spain,5096538,2021-11-22T00:00:00Z
Spain,5103315,2021-11-23T00:00:00Z
Spain,5111842,2021-11-24T00:00:00Z
Spain,5121100,2021-11-25T00:00:00Z
Spain,5131012,2021-11-26T00:00:00Z
Spain,5131012,2021-11-27T00:00:00Z
Spain,5131012,2021-11-28T00:00:00Z
Spain,5153923,2021-11-29T00:00:00Z
Spain,5164184,2021-11-30T00:00:00Z
Spain,5174720,2021-12-01T00:00:00Z
Spain,5189220,2021-12-02T00:00:00Z
Spain,5202958,2021-12-03T00:00:00Z
Spain,5202958,2021-12-04T00:00:00Z
Spain,5202958,2021-12-05T00:00:00Z
Spain,5202958,2021-12-06T00:00:00Z
Spain,5246766,2021-12-07T00:00:00Z
Spain,5246766,2021-12-08T00:00:00Z
Spain,5273178,2021-12-09T00:00:00Z
Spain,5290273,2021-12-10T00:00:00Z
Spain,5290190,2021-12-11T00:00:00Z
Spain,5290190,2021-12-12T00:00:00Z
Spain,5339992,2021-12-13T00:00:00Z
Spain,5366128,2021-12-14T00:00:00Z
Spain,5393268,2021-12-15T00:00:00Z
Spain,5422168,2021-12-16T00:00:00Z
Spain,5455527,2021-12-17T00:00:00Z
Spain,5455527,2021-12-18T00:00:00Z
Spain,5455527,2021-12-19T00:00:00Z
Spain,5535231,2021-12-20T00:00:00Z
Spain,5585054,2021-12-21T00:00:00Z
Spain,5645095,2021-12-22T00:00:00Z
Spain,5718007,2021-12-23T00:00:00Z
Spain,5718007,2021-12-24T00:00:00Z
Spain,5718007,2021-12-25T00:00:00Z
Spain,5718007,2021-12-26T00:00:00Z
Spain,5932626,2021-12-27T00:00:00Z
Spain,6032297,2021-12-28T00:00:00Z
Spain,6133057,2021-12-29T00:00:00Z
Spain,6294745,2021-12-30T00:00:00Z
Spain,6294745,2021-12-31T00:00:00Z
Spain,6294745,2022-01-01T00:00:00Z
Spain,6294745,2022-01-02T00:00:00Z
Spain,6667511,2022-01-03T00:00:00Z
Spain,6785286,2022-01-04T00:00:00Z
Spain,6922466,2022-01-05T00:00:00Z
Spain,6922466,2022-01-06T00:00:00Z
Spain,7164906,2022-01-07T00:00:00Z
Spain,7164906,2022-01-08T00:00:00Z
Spain,7164906,2022-01-09T00:00:00Z
Spain,7457300,2022-01-10T00:00:00Z
Spain,7592242,2022-01-11T00:00:00Z
Spain,7771367,2022-01-12T00:00:00Z
Spain,7930528,2022-01-13T00:00:00Z
Spain,8093036,2022-01-14T00:00:00Z
Spain,8093036,2022-01-15T00:00:00Z
Spain,8093036,2022-01-16T00:00:00Z
Spain,8424503,2022-01-17T00:00:00Z
Spain,8518975,2022-01-18T00:00:00Z
Spain,8676916,2022-01-19T00:00:00Z
Spain,8834363,2022-01-20T00:00:00Z
Spain,8975458,2022-01-21T00:00:00Z
Spain,8975458,2022-01-22T00:00:00Z
Spain,8975458,2022-01-23T00:00:00Z
Spain,9280890,2022-01-24T00:00:00Z
Spain,9395767,2022-01-25T00:00:00Z
Spain,9529320,2022-01-26T00:00:00Z
Spain,9660208,2022-01-27T00:00:00Z
Spain,9779130,2022-01-28T00:00:00Z
Spain,9779130,2022-01-29T00:00:00Z
Spain,9779130,2022-01-30T00:00:00Z
Spain,9961253,2022-01-31T00:00:00Z
Spain,10039126,2022-02-01T00:00:00Z
Spain,10125348,2022-02-02T00:00:00Z
Spain,10199716,2022-02-03T00:00:00Z
Spain,10199716,2022-02-04T00:00:00Z
Spain,10199716,2022-02-05T00:00:00Z
Spain,10199716,2022-02-06T00:00:00Z
Spain,10395471,2022-02-07T00:00:00Z
Spain,10439302,2022-02-08T00:00:00Z
Spain,10502141,2022-02-09T00:00:00Z
Spain,10555196,2022-02-10T00:00:00Z
Spain,10604200,2022-02-11T00:00:00Z
Spain,10604200,2022-02-12T00:00:00Z
Spain,10604200,2022-02-13T00:00:00Z
Spain,10672906,2022-02-14T00:00:00Z
Spain,10707286,2022-02-15T00:00:00Z
Spain,10744394,2022-02-16T00:00:00Z
Spain,10778607,2022-02-17T00:00:00Z
Spain,10809222,2022-02-18T00:00:00Z
Spain,10809222,2022-02-19T00:00:00Z
Spain,10809222,2022-02-20T00:00:00Z
Spain,10858000,2022-02-21T00:00:00Z
Spain,10880193,2022-02-22T00:00:00Z
Spain,10914105,2022-02-23T00:00:00Z
Spain,10949997,2022-02-24T00:00:00Z
Spain,10977524,2022-02-25T00:00:00Z
Spain,10977524,2022-02-26T00:00:00Z
Spain,10977524,2022-02-27T00:00:00Z
Spain,10977524,2022-02-28T00:00:00Z
Spain,11036085,2022-03-01T00:00:00Z
Spain,11054888,2022-03-02T00:00:00Z
Spain,11078028,2022-03-03T00:00:00Z
Spain,11100428,2022-03-04T00:00:00Z
Spain,11100428,2022-03-05T00:00:00Z
Spain,11100428,2022-03-06T00:00:00Z
Spain,11136425,2022-03-07T00:00:00Z
Spain,11159574,2022-03-08T00:00:00Z
Spain,11181510,2022-03-09T00:00:00Z
Spain,11204125,2022-03-10T00:00:00Z
Spain,11223974,2022-03-11T00:00:00Z
Spain,11223974,2022-03-12T00:00:00Z
Spain,11223974,2022-03-13T00:00:00Z
Spain,11223974,2022-03-14T00:00:00Z
Spain,11260040,2022-03-15T00:00:00Z
Spain,11260040,2022-03-16T00:00:00Z
Spain,11260040,2022-03-17T00:00:00Z
Spain,11324637,2022-03-18T00:00:00Z
Spain,11324637,2022-03-19T00:00:00Z
Spain,11324637,2022-03-20T00:00:00Z
Spain,11324637,2022-03-21T00:00:00Z
Spain,11378784,2022-03-22T00:00:00Z
Spain,11378784,2022-03-23T00:00:00Z
Spain,11378784,2022-03-24T00:00:00Z
